,prenom,genre,fréquence
9019,rashid,1,0
9020,rashida,0,0
9021,rashmi,0,0
9022,rashne,1,0
9023,rasmus,1,0
9024,rastus,1,0
9025,ratan,1,0.03
9026,rathnait,0,0
9027,rati,0,0
9028,ratnam,1,0
9029,rauha,0,0
9030,raul,1,0
9031,rava,0,0
9032,raven,2,0.10
9033,ravenna,0,0
9034,ravi,1,8.76
9035,ravindra,1,0
9036,rawiya,0,0
9037,rawya,0,0
9038,ray,1,1.37
9039,raya,0,0.29
9040,raymond,1,18.76
9041,raymonde,0,1.15
9042,raymund,1,0
9043,raymundo,1,0
9044,rayna,0,0
9045,rayna,0,0
9046,raynard,1,0
9047,rayner,1,0.03
9048,raza,1,0
9049,razvan,1,0
9050,re,1,10.83
9051,read,1,0.19
9052,reagan,2,0.19
9053,reah,0,0
9054,réamann,1,0
9055,reanna,0,0
9056,reannon,0,0
9057,rearden,1,0
9058,reba,0,0
9059,rebeca,0,0
9060,rébecca,0,0.16
9061,rebecca,0,0
9062,rebeccah,0,0
9063,rebeccanne,0,0
9064,rebecka,0,0
9065,rebeckah,0,0
9066,rebeka,0,0
9067,rebekah,0,0
9068,rebekka,0,0
9069,red,1,1.47
9070,redd,1,0
9071,redmond,1,0
9072,redmund,1,0
9073,reece,1,0
9074,reed,1,1.31
9075,reena,0,0
9076,reene,0,0
9077,reenie,0,0
9078,rees,1,0.03
9079,reese,1,0
9080,reeta,0,0
9081,reetta,0,0
9082,reg,1,0.06
9083,regan,0,0
9084,regana,0,0
9085,regena,0,0
9086,reggie,1,0
9087,regina,0,0.35
9088,reginald,1,0.32
9089,régine,0,0.35
9090,régis,1,11.21
9091,regula,0,0
9092,rei,0,0.03
9093,reid,1,0.35
9094,reijo,1,0
9095,reimund,1,0
9096,rein,1,2.20
9097,reina,0,0
9098,reina,0,0
9099,reinaldo,1,0.03
9100,reine,0,36.80
9101,reiner,1,0
9102,reinhard,1,0.03
9103,reinhilde,0,0
9104,reinhold,1,0
9105,rembrandt,1,2.58
9106,remedios,0,0.03
9107,remei,0,0
9108,rémi,1,2.29
9109,remiel,1,0
9110,remigio,1,0
9111,remo,1,0.61
9112,remus,1,0.16
9113,rémy,1,3.89
9114,ren,0,0.32
9115,rena,0,0
9116,renae,0,0
9117,renard,1,6.69
9118,renáta,0,0
9119,renata,0,0.10
9120,renate,0,0.41
9121,renato,1,0
9122,renatus,1,0
9123,renaud,1,1.85
9124,rené,1,18.25
9125,renée,0,4.33
9126,renie,0,1.66
9127,renita,0,0
9128,renzo,1,0
9129,retha,0,0
9130,reto,1,0
9131,reuben,1,0.03
9132,reuel,1,0
9133,reut,0,0
9134,reuven,1,0
9135,reva,0,0
9136,rex,1,0.86
9137,rexana,0,0
9138,rexanne,0,0
9139,reynaldo,1,0.16
9140,reynard,1,0.06
9141,reynaud,1,3.06
9142,reynold,1,0
9143,rhamantus,0,0
9144,rhbeen,1,0
9145,rhea,0,0
9146,rheanna,0,0
9147,rheinallt,1,0
9148,rhett,1,0.03
9149,rhetta,0,0
9150,rhian,0,0
9151,rhianna,0,0
9152,rhiannon,0,0
9153,rhianon,0,0
9154,rhianu,0,0
9155,rhisiart,1,0
9156,rhoda,0,0
9157,rhodri,1,0
9158,rhona,0,0
9159,rhonda,0,0.03
9160,rhonwen,0,0
9161,rhosyn,0,0
9162,rhydderch,1,0
9163,rhys,1,0
9164,ria,0,0.06
9165,rian,1,0
9166,riannon,0,0
9167,riaz,1,0
9168,rica,0,0.13
9169,ricarda,0,0.06
9170,ricardo,1,1.69
9171,riccarda,0,0
9172,riccardo,1,0.83
9173,rich,1,0.10
9174,richárd,1,0
9175,richard,1,6.98
9176,richardine,0,0
9177,richelle,0,0
9178,richendra,0,0
9179,richie,1,0
9180,richmal,0,0
9181,rick,1,0
9182,rickena,0,0
9183,rickey,1,0
9184,rickie,1,0
9185,ricky,1,0.06
9186,rico,1,0.32
9187,ridley,1,0.03
9188,rigby,1,0
9189,rigel,1,0
9190,ríghnach,0,0
9191,riikka,0,0
9192,riitta,0,0
9193,rik,1,0.03
9194,rika,0,0
9195,rikárd,1,0
9196,rikard,1,0
9197,rike,0,0
9198,rikhard,1,0
9199,rikke,0,0
9200,rikki,0,0
9201,riku,1,0
9202,riley,2,0.03
9203,rilla,0,0
9204,rim,0,0
9205,rina,0,0.13
9206,rinaldo,1,0
9207,rino,1,0
9208,rio,1,4.33
9209,ríoghnach,0,0
9210,ríona,0,0
9211,ríonach,0,0
9212,riordan,1,0
9213,risteárd,1,0
9214,risto,1,0
9215,rita,0,4.78
9216,ritchie,1,0.19
9217,river,2,1.91
9218,rivka,0,0
9219,rizwan,1,0
9220,roald,1,0
9221,roar,1,0
9222,rob,1,0.06
9223,robbie,2,0
9224,robby,2,0
9225,robena,0,0
9226,róbert,1,0
9227,robert,1,59.38
9228,roberta,0,0
9229,robertina,0,0
9230,roberto,1,1.40
9231,robi,1,0
9232,robin,2,11.25
9233,robina,0,0
9234,robyn,0,0
9235,robynne,0,0
9236,roc,1,5.58
9237,rocco,1,0.13
9238,roch,1,1.18
9239,rochelle,0,2.80
9240,rocío,0,0
9241,rocky,1,0.29
9242,rod,1,0.13
9243,roddy,1,0
9244,roderic,1,0
9245,roderick,1,0.10
9246,rodge,1,0
9247,rodger,1,0
9248,rodica,0,0
9249,rodina,0,0
9250,rodion,1,0
9251,rodney,1,0.32
9252,rodolf,1,0
9253,rodolfo,1,0.03
9254,rodolph,1,0
9255,rodolphe,1,1.40
9256,rodrigo,1,3.57
9257,rodrigue,1,0.48
9258,rodya,1,0
9259,roel,1,0
9260,roeland,1,0
9261,rogelio,1,0
9262,roger,1,49.73
9263,rogerio,1,0
9264,rohan,1,0
9265,rohan,0,0
9266,rohesia,1,0
9267,roi,1,0
9268,roi,1,0
9269,roibeard,1,0
9270,róis,0,0
9271,róisín,0,0
9272,roksana,0,0
9273,rokuro,1,0
9274,rolan,1,0.03
9275,roland,1,6.82
9276,rolande,0,0.89
9277,rolando,1,0.19
9278,roldán,1,0
9279,rolf,1,0.38
9280,rolland,1,1.43
9281,rollo,1,2.10
9282,rolo,1,0
9283,rolph,1,0.03
9284,roly,1,0
9285,roma,0,0.29
9286,romain,1,15.32
9287,romaine,0,12.97
9288,roman,1,53.65
9289,romana,0,0.16
9290,romane,0,1.43
9291,romano,1,0.41
9292,romayne,0,0
9293,romeo,1,0.29
9294,romey,0,0
9295,romilda,0,0
9296,romina,0,0
9297,romola,0,0
9298,romolo,1,0
9299,romulus,1,0.45
9300,romy,0,0.13
9301,ron,2,0
9302,ron,2,0
9303,rona,0,0
9304,ronald,1,0.29
9305,ronalda,0,0
9306,ronaldo,1,0
9307,rónán,1,0
9308,ronda,0,0.89
9309,ronen,1,0
9310,rong,2,0
9311,roni,0,0
9312,roni,0,0
9313,ronit,0,0
9314,ronnette,0,0
9315,ronnie,2,0.51
9316,ronny,1,0
9317,roope,1,0
9318,roopertti,1,0
9319,roosevelt,1,9.05
9320,roque,1,0.35
9321,rórdán,1,0
9322,rorie,1,0
9323,rory,1,0
9324,ros,0,0
9325,rosa,0,20.90
9326,rosabel,0,0
9327,rosabella,0,0
9328,rosalba,0,0.38
9329,rosaleen,0,0
9330,rosalia,0,1.59
9331,rosalie,0,0.86
9332,rosalin,0,0
9333,rosalina,0,0
9334,rosalind,0,1.15
9335,rosalinda,0,0
9336,rosaline,0,0
9337,rosalva,0,0
9338,rosalyn,0,0
9339,rosalynne,0,0
9340,rosamond,0,0.06
9341,rosamund,0,0.03
9342,rosangela,0,0
9343,rosanna,0,0
9344,rosannah,0,0
9345,rosanne,0,0
9346,rosario,0,0.32
9347,roscoe,1,0.10
9348,rose,0,67.06
9349,roseann,0,0
9350,roseanne,0,0
9351,rosella,0,0
9352,roselle,0,0
9353,roselyn,0,0
9354,rosemarie,0,0
9355,rosemary,0,0
9356,rosemonde,0,0.13
9357,rosetta,0,0
9358,rosette,0,8.09
9359,roshan,2,0
9360,roshanara,0,0
9361,rosheen,0,0
9362,roshni,0,0
9363,rosie,0,0.03
9364,rosina,0,0
9365,rosine,0,0.61
9366,rosita,0,6.15
9367,roslyn,0,0
9368,ross,1,0.57
9369,rossella,0,0
9370,rostislav,1,0
9371,roswell,1,0
9372,roswitha,0,0
9373,rosy,0,1.43
9374,rowan,2,0.06
9375,rowanne,0,0
9376,rowena,0,0
9377,rowina,0,0
9378,rowland,1,0.22
9379,rowley,1,0.06
9380,roxana,0,0
9381,roxane,0,1.53
9382,roxanna,0,0
9383,roxanne,0,0
9384,roxie,0,0
9385,roxy,0,0.25
9386,roy,1,2.52
9387,royal,1,19.66
9388,royale,1,13.79
9389,royce,1,0.70
9390,roydon,1,0
9391,royle,1,0
9392,royston,1,0
9393,roz,0,0
9394,róza,0,0
9395,roza,0,0
9396,rozabela,0,0
9397,rozália,0,0
9398,rozalija,0,0
9399,rozanne,0,0
9400,roze,0,0.03
9401,rózsa,0,0
9402,rózsi,0,0
9403,ru,1,0.41
9404,ruadhán,1,0
9405,ruaidhrí,1,0
9406,ruaidrí,1,0
9407,ruairí,1,0
9408,ruairi,1,0
9409,ruairidh,1,0
9410,ruaraidh,1,0
9411,ruaridh,1,0
9412,rube,1,0
9413,rubén,1,0
9414,ruben,1,0.41
9415,rubena,0,0
9416,rubina,0,0
9417,ruby,2,0.03
9418,rubye,0,0
9419,ruchel,0,0
9420,rudi,1,0.99
9421,rüdiger,1,0
9422,rudo,1,0
9423,rudolf,1,5.42
9424,rudolph,1,0.41
9425,rudy,1,0.10
9426,rudyard,1,0.22
9427,rue,0,257.57
9428,rufina,0,0
9429,rufino,1,0.06
9430,rufus,1,17.30
9431,ruggero,1,1.27
9432,ruggiero,1,0.13
9433,rui,1,0.03
9434,rukmini,0,0
9435,runa,0,0.03
9436,rune,1,0
9437,rupert,1,0.06
9438,ruperta,0,0
9439,rupinder,0,0
9440,ruqayya,0,0
9441,rurik,1,0.06
9442,ruslan,1,0
9443,russ,1,0.10
9444,russel,1,0.61
9445,russell,1,2.13
9446,rustam,1,0
9447,rusty,1,0
9448,rut,0,1.56
9449,ruta,0,0
9450,rutger,1,0
9451,ruth,0,1.98
9452,ruthie,0,0
9453,ruuben,1,0
9454,ruud,1,0
9455,ruxandra,0,0
9456,ruy,1,0.80
9457,ryan,2,0.19
9458,ryana,0,0
9459,ryanne,0,0
9460,rylan,1,0
9461,rylee,0,0
9462,ryley,1,0
9463,ryo,1,0
9464,ryota,1,0
9465,ryszard,1,0
9466,saara,0,0
9467,sabah,0,0
9468,sabas,1,0
9469,sabeen,0,0
9470,sabella,0,0
9471,sabia,0,0
9472,sabina,0,0.03
9473,sabine,0,4.84
9474,sabino,1,0.03
9475,sabrina,0,0
9476,saburo,1,0
9477,sacha,2,1.53
9478,sachairi,1,0
9479,sacheverell,1,0
9480,sachie,1,0
9481,sachiko,0,0
9482,sachin,1,0
9483,sa'd,1,0
9484,sadaf,0,0
9485,sadb,0,0
9486,saddam,1,0
9487,sadhbh,0,0
9488,sa'dia,0,0
9489,sadie,0,0
9490,saffie,0,0
9491,saffron,0,0
9492,safira,0,0
9493,sage,2,21.69
9494,sahar,0,0
9495,saibh,0,0
9496,sa'id,1,0
9497,sa'ida,0,0
9498,saiful,1,0
9499,saifullah,1,0
9500,sakari,1,0
9501,sakhr,1,0
9502,saki,0,0
9503,saku,1,0
9504,sakura,0,0
9505,sal,2,0.03
9506,salacia,0,0
9507,salah,1,1.66
9508,salal,2,0
9509,salamon,1,0.03
9510,saleem,1,0
9511,saleh,1,0
9512,salena,0,0
9513,salha,0,0
9514,salih,1,0
9515,salim,1,0
9516,salima,0,0.06
9517,salina,0,0
9518,salli,0,0
9519,sallie,0,0
9520,sally,0,0.76
9521,salma,0,0.03
9522,salman,1,0
9523,salomão,1,0
9524,salomé,0,1.37
9525,salome,0,0
9526,salomea,0,0
9527,salomon,1,2.99
9528,salud,0,0.16
9529,salut,0,46.77
9530,salvador,1,2.48
9531,salvalus,1,0
9532,salvatore,1,0.03
9533,sam,2,6.37
9534,samanta,0,0
9535,samantha,0,0
9536,samara,0,0
9537,sameer,1,0
9538,sameera,0,0
9539,sami,1,0.03
9540,samina,0,0
9541,samir,1,0.03
9542,samira,0,0
9543,sammi,0,0
9544,sammie,2,0
9545,sammy,2,1.31
9546,samnang,2,0
9547,samoyla,1,0
9548,sampson,1,0
9549,samson,1,0.83
9550,samu,1,0.22
9551,sámuel,1,0
9552,samuel,1,9.30
9553,samuela,0,0
9554,samuele,1,0
9555,samuil,1,0
9556,samuli,1,0
9557,san,2,14.34
9558,sana',0,0
9559,sana,0,1.18
9560,sanaz,0,0
9561,sancha,0,0
9562,sanchia,0,0
9563,sancho,1,0.29
9564,sanda,0,0.06
9565,sandalio,1,0
9566,sandeep,1,0
9567,sandford,1,0.03
9568,sandhya,0,0
9569,sandie,0,0
9570,sándor,1,0
9571,sandra,0,4.01
9572,sandrine,0,0.41
9573,sandro,1,0.29
9574,sandu,1,0
9575,sandy,2,0.22
9576,sanford,1,0
9577,sango,0,0
9578,sani,1,0
9579,saniyya,0,0
9580,sanjay,1,0
9581,sanjeet,1,0
9582,sanjeev,1,0
9583,sanjit,1,0
9584,sanjiv,1,0
9585,sankar,1,0
9586,sanna,0,0
9587,sanne,0,0
9588,sans,1,1715.23
9589,sansone,1,0.03
9590,santa,0,2.39
9591,santeri,1,0
9592,santiago,1,1.66
9593,santino,1,0
9594,santo,1,0.67
9595,santos,1,0.41
9596,santuzza,0,0.03
9597,sanya,0,0
9598,saoirse,0,0
9599,sapphira,0,0
9600,sapphire,0,0
9601,sappho,0,0.03
9602,sára,0,0
9603,sara,0,0.16
9604,sarah,0,9.02
9605,sarahjeanne,0,0
9606,sarai,0,0
9607,saraid,0,0
9608,saranna,0,0
9609,saraswati,0,0
9610,sarava,1,0
9611,sári,0,0
9612,sari,0,0.13
9613,sariah,0,0
9614,sárika,0,0
9615,sarina,0,0
9616,sarita,0,0
9617,sarosh,1,0
9618,sarra,0,0
9619,sascha,2,0
9620,sasha,2,0
9621,sashi,1,0
9622,saskia,0,0.25
9623,sassa,0,0
9624,satchel,2,0
9625,satish,1,0
9626,satu,0,0
9627,saturn,1,0
9628,saturnina,0,0
9629,saturnino,1,0
9630,saturninus,1,0
9631,sauda,0,0
9632,saul,1,0.10
9633,saule,0,1.62
9634,saundra,0,0
9635,sava,1,0
9636,savalus,1,0
9637,savanna,0,0
9638,savannah,0,0.22
9639,savas,1,0
9640,saveli,1,0
9641,saverio,1,0.16
9642,savino,1,0
9643,savio,1,0
9644,savitri,0,0
9645,sawney,1,0
9646,sawyer,1,0.06
9647,sawyl,1,0
9648,saxon,1,2.04
9649,sayuri,0,0
9650,sayyid,1,0
9651,scarlet,0,0.03
9652,scarlett,0,0.13
9653,scevola,1,0.06
9654,scheherazade,0,0.10
9655,schwanhild,0,0
9656,scilla,0,0
9657,scot,1,0.35
9658,scott,1,2.58
9659,scottie,1,0
9660,scotty,1,0
9661,scout,0,1.82
9662,seachnall,1,0
9663,séafra,1,0
9664,seaghdh,1,0
9665,séaghdha,1,0
9666,séamas,1,0
9667,seamour,1,0
9668,séamus,1,0
9669,seán,1,0
9670,seanán,1,0
9671,séarlait,0,0
9672,séarlas,1,0
9673,sebastiaan,1,0
9674,sebastián,1,0
9675,sebastian,1,0.19
9676,sebastiana,0,0
9677,sebastiano,1,0.13
9678,sébastien,1,5.29
9679,sébastienne,0,0.03
9680,sebestyén,1,0
9681,sebestyen,1,0
9682,sechnall,1,0
9683,secundinus,1,0
9684,secundus,1,0
9685,seeta,0,0
9686,seetha,0,0
9687,sefton,1,0
9688,sefu,1,0
9689,sekar,1,0
9690,sekel,1,0
9691,sela,0,0.03
9692,selby,2,0.03
9693,selena,0,0
9694,selene,0,0
9695,selig,1,0
9696,selim,1,0.35
9697,selima,0,0
9698,selina,0,0
9699,selma,0,0.48
9700,selvaggia,0,0
9701,selwyn,1,0
9702,semele,0,0
9703,semyon,1,0
9704,senan,1,0
9705,sence,0,0
9706,sender,1,0
9707,seneca,1,0
9708,senga,0,0
9709,sens,0,331.35
9710,seoc,1,0
9711,seoirse,1,0
9712,seona,0,0
9713,seonag,0,0
9714,seònaid,0,0
9715,seòras,1,0
9716,seòsaidh,1,0
9717,seosamh,1,0
9718,sepp,1,0
9719,seppel,1,0
9720,seppo,1,0
9721,september,2,0
9722,septima,0,0
9723,septimus,1,0.03
9724,sequoia,0,0.13
9725,sera,0,250.72
9726,serafima,0,0
9727,serafina,0,0
9728,serafino,1,0
9729,seraphina,0,0
9730,seraphine,0,0
9731,seren,0,0
9732,serena,0,0
9733,serenity,0,0
9734,serge,1,10.29
9735,sergei,1,0
9736,sergio,1,1.24
9737,sergius,1,0.13
9738,serhat,1,0
9739,serina,0,0
9740,serrena,0,0
9741,servius,1,0.10
9742,sesto,1,0
9743,set,1,1.75
9744,seth,1,0
9745,seth,1,0
9746,sethunya,0,0
9747,seumas,1,0
9748,sevan,2,0
9749,sevastian,1,0
9750,sevastyan,1,0
9751,seve,1,0
9752,severiano,1,0
9753,séverin,1,8.54
9754,severin,1,0
9755,severina,0,0.22
9756,sévérine,0,0
9757,severino,1,0.10
9758,severo,1,0
9759,seward,1,0.10
9760,sextus,1,0.03
9761,seymour,1,0.03
9762,shachar,2,0
9763,shad,1,0
9764,shadi,1,0
9765,shadi,0,0
9766,shadrach,1,0
9767,shadya,0,0
9768,shae,2,0
9769,shaelyn,0,0
9770,shafiq,1,0
9771,shafiqa,0,0
9772,shahar,2,0
9773,shahira,0,0
9774,shahjahan,1,0
9775,shahnaz,0,0
9776,shahpur,1,0
9777,shahrazad,0,0
9778,shahriar,1,0
9779,shahrizad,0,0
9780,shahrokh,1,0
9781,shahzad,1,0
9782,shai,1,0
9783,shaina,0,0
9784,shaindel,0,0
9785,shakir,1,0
9786,shakira,0,0
9787,shakti,0,0
9788,shakuntala,0,0
9789,shalom,1,0.25
9790,shama,0,0
9791,shamgar,1,0
9792,shamira,0,0
9793,shamus,1,0
9794,shan,0,0.13
9795,shana,0,0
9796,shandar,1,0
9797,shane,1,0.03
9798,shanelle,0,0
9799,shanene,0,0
9800,shania,0,0
9801,shanice,0,0
9802,shanika,0,0
9803,shankar,1,0.03
9804,shankara,1,0
9805,shanna,0,0
9806,shannah,0,0
9807,shannon,2,0.80
9808,shanta,0,0
9809,shantae,0,0
9810,shantel,0,0
9811,shantelle,0,0
9812,shanti,0,0
9813,shaquille,1,0
9814,sharalyn,0,0
9815,shareef,1,0
9816,shari,0,0
9817,sharif,1,0.03
9818,sharifa,0,0
9819,sharise,0,0
9820,sharla,0,0
9821,sharleen,0,0
9822,sharlene,0,0
9823,sharma,1,0
9824,sharmaine,0,0
9825,sharmila,0,0
9826,sharon,2,0
9827,sharona,0,0
9828,sharron,0,0
9829,sharyl,0,0
9830,sharyn,0,0
9831,shashi,1,0.03
9832,shaun,1,0
9833,shauna,0,0
9834,shavonne,0,0
9835,shaw,1,1.53
9836,shawn,2,0
9837,shawna,0,0
9838,shawnda,0,0
9839,shawnee,0,0
9840,shay,1,0
9841,shay,2,0
9842,shayla,0,0
9843,shayna,0,0
9844,shaynah,0,0
9845,shea,2,0
9846,sheamus,1,0
9847,sheard,1,0
9848,sheba,1,0
9849,sheela,0,0
9850,sheelagh,0,0
9851,sheena,0,0
9852,sheenagh,0,0
9853,sheherazade,0,0
9854,shehrevar,1,0
9855,sheila,0,0.06
9856,sheine,0,0
9857,shekhar,1,0
9858,shelagh,0,0
9859,shelby,2,0
9860,sheldon,1,0.19
9861,shelena,0,0
9862,shelia,0,0
9863,shell,2,1.18
9864,shelley,0,0.22
9865,shelly,0,0.03
9866,shem,1,0
9867,shena,0,0
9868,sheona,0,0
9869,sher,1,0
9870,sherah,0,0
9871,sheree,0,0
9872,shereen,0,0
9873,sheri,0,0
9874,sheridan,1,0.22
9875,sherie,0,0
9876,sherill,0,0
9877,sherilyn,0,0
9878,sherisse,0,0
9879,sherley,0,0
9880,sherlock,1,0.19
9881,sherman,1,0.45
9882,sherri,0,0
9883,sherrie,0,0
9884,sherry,0,0.22
9885,sheryl,0,0
9886,shevaun,0,0
9887,shevon,0,0
9888,shichiro,1,0
9889,shifra,0,0
9890,shiloh,1,0
9891,shimmel,1,0
9892,shimon,1,0
9893,shimshon,1,0
9894,shin,1,0.06
9895,shinju,0,0
9896,shiphrah,0,0
9897,shir,0,0.03
9898,shira,0,0.03
9899,shireen,0,0
9900,shirin,0,0
9901,shirlee,0,0
9902,shirley,2,0.10
9903,shiro,1,0
9904,shirral,0,0
9905,shiva,1,0.03
9906,shlomo,1,0
9907,shmuel,1,0
9908,sho,1,0.03
9909,shobha,0,0
9910,sholto,1,0
9911,shona,0,0
9912,shonda,0,0
9913,shoshana,0,0
9914,shoshannah,0,0
9915,shprintza,0,0
9916,shprintze,0,0
9917,shprintzel,0,0
9918,shripati,1,0
9919,shug,1,0
9920,shui,2,0.06
9921,shukri,1,0
9922,shukriyya,0,0
9923,shulamit,0,0
9924,shulamith,0,0
9925,shulammite,0,0
9926,shun,0,0
9927,shura,2,0
9928,shyam,1,0
9929,shyama,0,0
9930,shyla,0,0
9931,sian,0,0
9932,siana,0,0
9933,siani,0,0
9934,siarl,1,0
9935,siavush,1,0
9936,sib,1,0
9937,sibéal,0,0
9938,sibilla,0,0
9939,sibyl,0,0
9940,sibylla,0,0.51
9941,sibylle,0,0.70
9942,sid,1,0.10
9943,siddharta,1,0.06
9944,siddhartha,1,0
9945,sidney,2,0.22
9946,sidonie,0,0.38
9947,sidonius,1,0
9948,sidony,0,0
9949,sieffre,1,0
9950,siegbert,1,0
9951,siegfried,1,3.54
9952,sieghard,1,0
9953,sieghild,0,0
9954,sieglinde,0,0
9955,siegmund,1,0.03
9956,siemen,1,0
9957,siena,0,0.06
9958,sienna,0,0
9959,sierra,0,1.85
9960,sif,0,0
9961,sigeberht,1,0
9962,sigfrid,1,0
9963,sigi,2,0
9964,sigismund,1,0.03
9965,sigiswald,1,0
9966,sigmund,1,0.38
9967,signe,0,101.34
9968,signy,0,0
9969,sigrid,0,8.98
9970,sigrún,0,0
9971,sigrun,0,0
9972,sigurd,1,0.06
9973,sigvard,1,0.03
9974,silas,1,0.10
9975,síle,0,0
9976,sìleas,0,0
9977,silja,0,0
9978,silje,0,0
9979,silke,0,0
9980,silvana,0,0.10
9981,silvano,1,0.03
9982,silvanus,1,0.03
9983,silver,2,0.29
9984,silvester,1,0
9985,silvestra,0,0
9986,silvestre,1,0.32
9987,silvestro,1,0.06
9988,silvia,0,0.10
9989,silvija,0,0
9990,silvio,1,0.16
9991,silviu,1,0
9992,simão,1,0
9993,simba,1,0.03
9994,simcha,2,0
9995,simeon,1,0
9996,simge,0,0
9997,simin,0,0
9998,simo,1,0
9999,simon,1,87.19
10000,simona,0,0.03
10001,simone,0,0
10002,simone,1,0
10003,simonetta,0,0.86
10004,simonette,0,0
10005,sinclair,1,0.48
10006,sindre,1,0
10007,sindri,1,0
10008,sindy,0,0
10009,síne,0,0
10010,sìne,0,0
10011,sinéad,0,0
10012,sìneag,0,0
10013,sini,0,0.03
10014,siobhan,0,0
10015,siofra,0,0
10016,sìoltach,1,0
10017,síomha,0,0
10018,siôn,1,0
10019,sioned,0,0
10020,siôr,1,0
10021,siors,1,0
10022,siorus,1,0
10023,siothrún,1,0
10024,sipho,1,0
10025,siran,0,0
10026,siri,0,0.03
10027,sirius,1,0.73
10028,sirvart,0,0
10029,sisel,0,0
10030,sisko,0,0
10031,sissie,0,0
10032,sissy,0,0
10033,sita,0,0.22
10034,sitara,0,0
10035,síthmaith,0,0
10036,siv,0,0.03
10037,sive,0,0.06
10038,siwan,0,0
10039,sjurd,1,0
10040,sky,2,0.16
10041,skye,2,0.03
10042,skylar,2,0
10043,skyler,2,0
10044,sláine,0,0
10045,slàine,0,0
10046,slavomir,1,0
10047,slawomir,1,0
10048,sloan,2,0.03
10049,sloane,2,0.03
10050,sly,1,0
10051,sobieslaw,1,0
10052,socrates,1,0
10053,sofia,0,0.54
10054,sofie,0,0
10055,sofija,0,0
10056,sofiya,0,0
10057,sofronio,1,0
10058,sohail,1,0
10059,sohrab,1,0
10060,sol,0,0
10061,sol,1,0
10062,solange,0,28.96
10063,soledad,0,0.61
10064,solly,1,0
10065,solomon,1,0
10066,solon,1,0.35
10067,solveig,0,0
10068,solvej,0,0
10069,solvig,0,0
10070,somerled,1,0
10071,somhairle,1,0
10072,sommer,0,0.45
10073,sonal,0,0
10074,sondra,0,0
10075,soner,1,0
10076,sonia,0,1.66
10077,sonja,0,0.10
10078,sonje,0,0
10079,sonnie,2,0
10080,sonny,2,0.03
10081,sonya,0,0
10082,sopheap,2,0
10083,sophia,0,1.69
10084,sophie,0,8.47
10085,sophocles,1,0
10086,sophronia,0,0
10087,sophronius,1,0
10088,sophus,1,0.13
10089,sophy,0,0
10090,sora,0,0
10091,sorcha,0,0
10092,søren,1,0
10093,sorin,1,0
10094,sorina,0,0
10095,sorley,1,0
10096,sorrel,0,0
10097,sosigenes,1,0
10098,sosimo,1,0
10099,sostrate,0,0.03
10100,sotiria,0,0
10101,sotirios,1,0
10102,sotiris,1,0
10103,spartacus,1,0.54
10104,spencer,1,2.84
10105,spike,1,0.03
10106,spiridon,1,0.45
10107,spiro,1,2.77
10108,spiros,1,0
10109,spring,0,1.05
10110,sprita,0,0
10111,spurius,1,0
10112,spyridon,1,0
10113,spyro,1,0
10114,spyros,1,0
10115,sri,0,0.16
10116,sroel,1,0
10117,ssanyu,0,0
10118,stacee,0,0
10119,stacey,2,0
10120,staci,0,0
10121,stacia,0,0
10122,stacie,0,0
10123,stacy,2,0
10124,stafford,1,0.13
10125,stamatia,0,0
10126,stamatios,1,0
10127,stamatis,1,0.03
10128,stan,1,0.10
10129,stanford,1,0.38
10130,stanimir,1,0
10131,stanislas,1,2.33
10132,stanislav,1,0
10133,stanislava,0,0
10134,stanislaw,1,0
10135,stanislawa,0,0.03
10136,stanley,1,1.37
10137,star,0,3.92
10138,stasya,0,0
10139,stathis,1,0
10140,stavros,1,0.22
10141,steafan,1,0
10142,steaphan,1,0
10143,steen,1,0
10144,steenie,1,0
10145,stef,2,0
10146,stefan,1,1.18
10147,stefana,0,0
10148,stefania,0,0
10149,stefanie,0,0
10150,stefano,1,0.35
10151,stefanos,1,0
10152,steffan,1,0.03
10153,steffen,1,0.03
10154,steffie,0,0
10155,stein,1,0.89
10156,stela,0,0
10157,stelara,0,0
10158,stelian,1,0
10159,stelios,1,0
10160,stella,0,3.41
10161,stellan,1,0
10162,sten,1,0.29
10163,stepan,1,6.34
10164,steph,2,0.06
10165,stephan,1,0.06
10166,stéphane,1,8.35
10167,stephania,0,0
10168,stéphanie,0,1.53
10169,stephanie,0,0
10170,stephanos,1,0.10
10171,stephany,0,0
10172,stephen,1,1.34
10173,steren,0,0
10174,sterling,1,2.33
10175,sterre,0,0
10176,steve,1,0.48
10177,steven,1,0
10178,stevie,2,0.03
10179,stew,1,0
10180,stewart,1,0.89
10181,stian,1,0
10182,stig,1,0
10183,stígandr,1,0
10184,stijn,1,0
10185,stina,0,0
10186,stiofán,1,0
10187,stirling,1,0.29
10188,storm,2,0.19
10189,straton,1,0.10
10190,stribog,1,0
10191,stu,1,0
10192,stuart,1,1.88
10193,stylianos,1,0
10194,su,0,54.95
10195,subhash,1,0
10196,subira,0,0.57
10197,sudarshana,1,0
10198,sudhir,1,0
10199,sue,0,2.55
10200,suha,0,0
10201,suhail,1,0
10202,suhayl,1,0
10203,suibhne,1,0
10204,suibne,1,0
10205,sukie,0,0
10206,sulabha,0,0
10207,sulaiman,1,0
10208,sülayman,1,0
10209,süleiman,1,0
10210,süleyman,1,0
10211,sulislaw,1,0
